id;username;productid;date;amount
3;rumle;0;26/11/2020 17.12.14;1000
5;rumle;0;26/11/2020 17.12.14;100
3;rumle;0;26/11/2020 17.13.17;1000
5;rumle;0;26/11/2020 17.13.17;100
3;rumle;0;26/11/2020 17.13.22;1000
5;rumle;0;26/11/2020 17.13.22;100
3;rumle;0;26/11/2020 17.23.22;1000
5;rumle;0;26/11/2020 17.23.22;100
3;rumle;0;26/11/2020 17.23.55;1000
5;rumle;0;26/11/2020 17.23.56;100
3;rumle;0;26/11/2020 17.24.26;1000
5;rumle;0;26/11/2020 17.24.26;100
3;rumle;0;26/11/2020 17.24.41;1000
5;rumle;0;26/11/2020 17.24.41;100
3;rumle;0;26/11/2020 17.24.46;1000
5;rumle;0;26/11/2020 17.24.46;100
3;rumle;0;26/11/2020 17.26.14;1000
5;rumle;0;26/11/2020 17.26.14;100
3;rumle;0;26/11/2020 17.26.34;1000
5;rumle;0;26/11/2020 17.26.34;100
3;rumle;0;26/11/2020 17.28.00;1000
5;rumle;0;26/11/2020 17.28.00;100
3;rumle;0;26/11/2020 17.28.34;1000
5;rumle;0;26/11/2020 17.28.34;100
3;rumle;0;26/11/2020 17.28.57;1000
5;rumle;0;26/11/2020 17.28.57;100
3;rumle;0;26/11/2020 17.29.18;1000
5;rumle;0;26/11/2020 17.29.18;100
3;rumle;0;26/11/2020 17.30.13;1000
5;rumle;0;26/11/2020 17.30.13;100
3;rumle;0;26/11/2020 17.30.25;1000
5;rumle;0;26/11/2020 17.30.25;100
3;rumle;0;26/11/2020 17.31.05;1000
5;rumle;0;26/11/2020 17.31.05;100
3;rumle;0;26/11/2020 17.31.39;1000
5;rumle;0;26/11/2020 17.31.39;100
3;rumle;0;26/11/2020 17.37.49;1000
5;rumle;0;26/11/2020 17.37.49;100
3;rumle;0;26/11/2020 17.39.54;1000
5;rumle;0;26/11/2020 17.39.54;100
3;rumle;0;26/11/2020 17.39.58;1000
5;rumle;0;26/11/2020 17.39.58;100
3;rumle;0;26/11/2020 17.40.05;1000
5;rumle;0;26/11/2020 17.40.05;100
3;rumle;0;26/11/2020 17.43.54;1000
5;rumle;0;26/11/2020 17.43.54;100
3;rumle;0;26/11/2020 17.45.00;1000
5;rumle;0;26/11/2020 17.45.00;100
3;rumle;0;26/11/2020 17.45.04;1000
5;rumle;0;26/11/2020 17.45.04;100
3;rumle;0;26/11/2020 17.45.09;1000
5;rumle;0;26/11/2020 17.45.09;100
3;rumle;0;26/11/2020 17.46.17;1000
5;rumle;0;26/11/2020 17.46.17;100
3;rumle;0;26/11/2020 17.50.39;1000
5;rumle;0;26/11/2020 17.50.39;100
3;rumle;0;26/11/2020 17.51.23;1000
5;rumle;0;26/11/2020 17.51.23;100
3;rumle;0;26/11/2020 17.52.35;1000
5;rumle;0;26/11/2020 17.52.35;100
3;rumle;0;26/11/2020 18.03.51;1000
5;rumle;0;26/11/2020 18.03.51;100
3;rumle;0;26/11/2020 18.03.55;1000
5;rumle;0;26/11/2020 18.03.55;100
3;rumle;0;26/11/2020 18.03.56;1000
5;rumle;0;26/11/2020 18.03.56;100
3;rumle;0;26/11/2020 18.04.04;1000
5;rumle;0;26/11/2020 18.04.04;100
3;rumle;0;26/11/2020 18.04.08;1000
5;rumle;0;26/11/2020 18.04.08;100
3;rumle;0;26/11/2020 18.04.11;1000
5;rumle;0;26/11/2020 18.04.11;100
3;rumle;0;26/11/2020 18.04.13;1000
5;rumle;0;26/11/2020 18.04.13;100
3;rumle;0;26/11/2020 18.04.16;1000
5;rumle;0;26/11/2020 18.04.16;100
3;rumle;0;26/11/2020 18.04.18;1000
5;rumle;0;26/11/2020 18.04.18;100
3;rumle;0;26/11/2020 18.04.22;1000
5;rumle;0;26/11/2020 18.04.22;100
3;rumle;0;26/11/2020 18.04.25;1000
5;rumle;0;26/11/2020 18.04.25;100
3;rumle;0;26/11/2020 18.04.30;1000
5;rumle;0;26/11/2020 18.04.30;100
3;rumle;0;26/11/2020 18.04.31;1000
5;rumle;0;26/11/2020 18.04.31;100
3;rumle;0;26/11/2020 18.04.34;1000
5;rumle;0;26/11/2020 18.04.34;100
3;rumle;0;26/11/2020 18.04.40;1000
5;rumle;0;26/11/2020 18.04.40;100
3;rumle;0;26/11/2020 18.04.43;1000
5;rumle;0;26/11/2020 18.04.43;100
3;rumle;0;26/11/2020 18.05.01;1000
5;rumle;0;26/11/2020 18.05.01;100
3;rumle;0;26/11/2020 18.05.14;1000
5;rumle;0;26/11/2020 18.05.14;100
3;rumle;0;26/11/2020 18.06.26;1000
5;rumle;0;26/11/2020 18.06.26;100
3;rumle;0;26/11/2020 18.06.31;1000
5;rumle;0;26/11/2020 18.06.31;100
3;rumle;0;26/11/2020 18.06.38;1000
5;rumle;0;26/11/2020 18.06.38;100
3;rumle;0;26/11/2020 18.06.43;1000
5;rumle;0;26/11/2020 18.06.43;100
3;rumle;0;26/11/2020 18.06.46;1000
5;rumle;0;26/11/2020 18.06.46;100
3;rumle;0;26/11/2020 18.06.50;1000
5;rumle;0;26/11/2020 18.06.50;100
3;rumle;0;26/11/2020 18.06.55;1000
5;rumle;0;26/11/2020 18.06.55;100
3;rumle;0;26/11/2020 18.12.12;1000
5;rumle;0;26/11/2020 18.12.12;100
3;rumle;0;26/11/2020 18.12.21;1000
5;rumle;0;26/11/2020 18.12.21;100
2;rumle;0;26/11/2020 18.12.30;10
4;rumle;0;26/11/2020 18.12.30;1000
6;rumle;0;26/11/2020 18.12.30;100
3;rumle;0;26/11/2020 18.12.44;1000
5;rumle;0;26/11/2020 18.12.44;100
3;rumle;0;26/11/2020 19.07.31;1000
5;rumle;0;26/11/2020 19.07.31;100
3;rumle;0;26/11/2020 19.07.37;1000
5;rumle;0;26/11/2020 19.07.37;100
3;rumle;0;26/11/2020 19.07.42;1000
5;rumle;0;26/11/2020 19.07.42;100
3;rumle;0;26/11/2020 19.07.45;1000
5;rumle;0;26/11/2020 19.07.45;100
3;rumle;0;26/11/2020 19.07.55;1000
5;rumle;0;26/11/2020 19.07.55;100
3;rumle;0;26/11/2020 19.07.58;1000
5;rumle;0;26/11/2020 19.07.58;100
3;rumle;0;26/11/2020 19.08.01;1000
5;rumle;0;26/11/2020 19.08.01;100
3;rumle;0;26/11/2020 19.08.05;1000
5;rumle;0;26/11/2020 19.08.05;100
3;rumle;0;26/11/2020 19.08.10;1000
5;rumle;0;26/11/2020 19.08.10;100
3;rumle;0;26/11/2020 19.08.20;1000
5;rumle;0;26/11/2020 19.08.20;100
3;rumle;0;26/11/2020 19.08.22;1000
5;rumle;0;26/11/2020 19.08.22;100
3;rumle;0;26/11/2020 19.09.28;1000
5;rumle;0;26/11/2020 19.09.28;100
3;rumle;0;26/11/2020 19.09.36;1000
5;rumle;0;26/11/2020 19.09.36;100
3;rumle;0;26/11/2020 19.09.38;1000
5;rumle;0;26/11/2020 19.09.38;100
3;rumle;0;26/11/2020 19.09.45;1000
5;rumle;0;26/11/2020 19.09.45;100
3;rumle;0;26/11/2020 19.11.41;1000
5;rumle;0;26/11/2020 19.11.41;100
3;rumle;0;26/11/2020 19.11.52;1000
5;rumle;0;26/11/2020 19.11.52;100
3;rumle;0;26/11/2020 19.11.55;1000
5;rumle;0;26/11/2020 19.11.55;100
3;rumle;0;26/11/2020 19.11.58;1000
5;rumle;0;26/11/2020 19.11.58;100
3;rumle;0;26/11/2020 19.12.03;1000
5;rumle;0;26/11/2020 19.12.03;100
3;rumle;0;26/11/2020 19.12.06;1000
5;rumle;0;26/11/2020 19.12.06;100
3;rumle;0;26/11/2020 19.12.09;1000
5;rumle;0;26/11/2020 19.12.09;100
3;rumle;0;26/11/2020 19.12.12;1000
5;rumle;0;26/11/2020 19.12.12;100
3;rumle;0;26/11/2020 19.12.28;1000
5;rumle;0;26/11/2020 19.12.28;100
3;rumle;0;26/11/2020 19.12.33;1000
5;rumle;0;26/11/2020 19.12.33;100
3;rumle;0;26/11/2020 19.12.39;1000
5;rumle;0;26/11/2020 19.12.39;100
3;rumle;0;26/11/2020 19.12.45;1000
5;rumle;0;26/11/2020 19.12.45;100
3;rumle;0;26/11/2020 19.12.55;1000
5;rumle;0;26/11/2020 19.12.55;100
3;rumle;0;26/11/2020 19.12.59;1000
5;rumle;0;26/11/2020 19.12.59;100
3;rumle;0;26/11/2020 19.13.04;1000
5;rumle;0;26/11/2020 19.13.04;100
3;rumle;0;26/11/2020 19.13.15;1000
5;rumle;0;26/11/2020 19.13.15;100
3;rumle;0;26/11/2020 19.13.21;1000
5;rumle;0;26/11/2020 19.13.21;100
3;rumle;0;26/11/2020 19.13.26;1000
5;rumle;0;26/11/2020 19.13.26;100
3;rumle;0;26/11/2020 19.13.35;1000
5;rumle;0;26/11/2020 19.13.35;100
3;rumle;0;26/11/2020 19.13.40;1000
5;rumle;0;26/11/2020 19.13.40;100
3;rumle;0;26/11/2020 19.13.50;1000
5;rumle;0;26/11/2020 19.13.50;100
3;rumle;0;26/11/2020 19.13.52;1000
5;rumle;0;26/11/2020 19.13.52;100
3;rumle;0;26/11/2020 19.14.10;1000
5;rumle;0;26/11/2020 19.14.10;100
3;rumle;0;26/11/2020 19.14.15;1000
5;rumle;0;26/11/2020 19.14.15;100
3;rumle;0;26/11/2020 19.14.20;1000
5;rumle;0;26/11/2020 19.14.20;100
3;rumle;0;26/11/2020 19.14.23;1000
5;rumle;0;26/11/2020 19.14.23;100
3;rumle;0;26/11/2020 19.14.26;1000
5;rumle;0;26/11/2020 19.14.26;100
3;rumle;0;26/11/2020 19.14.33;1000
5;rumle;0;26/11/2020 19.14.33;100
3;rumle;0;26/11/2020 19.14.36;1000
5;rumle;0;26/11/2020 19.14.36;100
3;rumle;0;26/11/2020 19.14.38;1000
5;rumle;0;26/11/2020 19.14.38;100
3;rumle;0;26/11/2020 19.14.48;1000
5;rumle;0;26/11/2020 19.14.48;100
3;rumle;0;26/11/2020 19.16.32;1000
5;rumle;0;26/11/2020 19.16.32;100
3;rumle;0;26/11/2020 19.16.34;1000
5;rumle;0;26/11/2020 19.16.34;100
3;rumle;0;26/11/2020 19.16.36;1000
5;rumle;0;26/11/2020 19.16.36;100
3;rumle;0;26/11/2020 19.16.38;1000
5;rumle;0;26/11/2020 19.16.38;100
3;rumle;0;26/11/2020 19.16.43;1000
5;rumle;0;26/11/2020 19.16.43;100
3;rumle;0;26/11/2020 19.16.48;1000
5;rumle;0;26/11/2020 19.16.48;100
3;rumle;0;26/11/2020 19.16.52;1000
5;rumle;0;26/11/2020 19.16.52;100
3;rumle;0;26/11/2020 19.16.56;1000
5;rumle;0;26/11/2020 19.16.56;100
3;rumle;0;26/11/2020 19.17.02;1000
5;rumle;0;26/11/2020 19.17.02;100
3;rumle;0;26/11/2020 19.17.03;1000
5;rumle;0;26/11/2020 19.17.03;100
3;rumle;0;26/11/2020 19.17.09;1000
5;rumle;0;26/11/2020 19.17.09;100
3;rumle;0;26/11/2020 19.17.15;1000
5;rumle;0;26/11/2020 19.17.15;100
3;rumle;0;26/11/2020 19.17.18;1000
5;rumle;0;26/11/2020 19.17.18;100
3;rumle;0;26/11/2020 19.17.20;1000
5;rumle;0;26/11/2020 19.17.20;100
3;rumle;0;26/11/2020 19.17.23;1000
5;rumle;0;26/11/2020 19.17.23;100
3;rumle;0;26/11/2020 19.17.24;1000
5;rumle;0;26/11/2020 19.17.24;100
3;rumle;0;26/11/2020 19.17.27;1000
5;rumle;0;26/11/2020 19.17.27;100
3;rumle;0;26/11/2020 19.17.30;1000
5;rumle;0;26/11/2020 19.17.30;100
3;rumle;0;26/11/2020 19.17.37;1000
5;rumle;0;26/11/2020 19.17.37;100
3;rumle;0;26/11/2020 19.17.40;1000
5;rumle;0;26/11/2020 19.17.40;100
3;rumle;0;26/11/2020 19.17.51;1000
5;rumle;0;26/11/2020 19.17.51;100
3;rumle;0;26/11/2020 19.17.56;1000
5;rumle;0;26/11/2020 19.17.56;100
3;rumle;0;26/11/2020 19.18.02;1000
5;rumle;0;26/11/2020 19.18.02;100
3;rumle;0;26/11/2020 19.20.33;1000
5;rumle;0;26/11/2020 19.20.33;100
3;rumle;0;26/11/2020 19.20.42;1000
5;rumle;0;26/11/2020 19.20.42;100
3;rumle;0;26/11/2020 19.20.51;1000
5;rumle;0;26/11/2020 19.20.51;100
3;rumle;0;26/11/2020 19.20.59;1000
5;rumle;0;26/11/2020 19.20.59;100
3;rumle;0;26/11/2020 19.21.01;1000
5;rumle;0;26/11/2020 19.21.01;100
3;rumle;0;26/11/2020 19.21.22;1000
5;rumle;0;26/11/2020 19.21.22;100
3;rumle;0;26/11/2020 19.21.28;1000
5;rumle;0;26/11/2020 19.21.28;100
3;rumle;0;26/11/2020 19.21.33;1000
5;rumle;0;26/11/2020 19.21.33;100
3;rumle;0;26/11/2020 19.21.44;1000
5;rumle;0;26/11/2020 19.21.44;100
2;rumle;0;26/11/2020 19.22.10;1000
4;rumle;0;26/11/2020 19.22.10;100
2;rumle;0;26/11/2020 19.22.13;1000
4;rumle;0;26/11/2020 19.22.13;100
2;rumle;0;26/11/2020 19.22.22;1000
4;rumle;0;26/11/2020 19.22.22;100
2;rumle;0;26/11/2020 19.22.24;1000
4;rumle;0;26/11/2020 19.22.24;100
2;rumle;0;26/11/2020 19.22.26;1000
4;rumle;0;26/11/2020 19.22.26;100
2;rumle;0;26/11/2020 19.22.38;1000
4;rumle;0;26/11/2020 19.22.38;100
2;rumle;0;26/11/2020 19.22.40;1000
4;rumle;0;26/11/2020 19.22.40;100
2;rumle;0;26/11/2020 19.22.43;1000
4;rumle;0;26/11/2020 19.22.43;100
2;rumle;0;26/11/2020 19.22.49;1000
4;rumle;0;26/11/2020 19.22.49;100
2;rumle;0;26/11/2020 19.22.54;1000
4;rumle;0;26/11/2020 19.22.54;100
2;rumle;0;26/11/2020 19.22.58;1000
4;rumle;0;26/11/2020 19.22.58;100
2;rumle;0;26/11/2020 19.23.00;1000
4;rumle;0;26/11/2020 19.23.00;100
2;rumle;0;26/11/2020 19.23.05;1000
4;rumle;0;26/11/2020 19.23.05;100
2;rumle;0;26/11/2020 19.23.11;1000
4;rumle;0;26/11/2020 19.23.11;100
2;rumle;0;26/11/2020 19.23.17;1000
4;rumle;0;26/11/2020 19.23.17;100
2;rumle;0;26/11/2020 19.23.23;1000
4;rumle;0;26/11/2020 19.23.23;100
2;rumle;0;26/11/2020 19.23.26;1000
4;rumle;0;26/11/2020 19.23.26;100
3;rumle;0;26/11/2020 19.24.21;1000
5;rumle;0;26/11/2020 19.24.21;100
3;rumle;0;26/11/2020 19.24.29;1000
5;rumle;0;26/11/2020 19.24.29;100
3;rumle;0;26/11/2020 19.24.35;1000
5;rumle;0;26/11/2020 19.24.35;100
3;rumle;0;26/11/2020 19.24.41;1000
5;rumle;0;26/11/2020 19.24.41;100
3;rumle;0;26/11/2020 19.24.47;1000
5;rumle;0;26/11/2020 19.24.47;100
3;rumle;0;26/11/2020 19.24.52;1000
5;rumle;0;26/11/2020 19.24.52;100
3;rumle;0;26/11/2020 19.26.29;1000
5;rumle;0;26/11/2020 19.26.29;100
3;rumle;0;26/11/2020 19.26.32;1000
5;rumle;0;26/11/2020 19.26.32;100
3;rumle;0;26/11/2020 19.26.35;1000
5;rumle;0;26/11/2020 19.26.35;100
3;rumle;0;26/11/2020 19.26.40;1000
5;rumle;0;26/11/2020 19.26.40;100
3;rumle;0;26/11/2020 19.26.55;1000
5;rumle;0;26/11/2020 19.26.55;100
3;rumle;0;26/11/2020 19.26.59;1000
5;rumle;0;26/11/2020 19.26.59;100
3;rumle;0;26/11/2020 19.27.04;1000
5;rumle;0;26/11/2020 19.27.04;100
3;rumle;0;26/11/2020 19.27.14;1000
5;rumle;0;26/11/2020 19.27.14;100
3;rumle;0;26/11/2020 19.27.17;1000
5;rumle;0;26/11/2020 19.27.17;100
3;rumle;0;26/11/2020 19.27.19;1000
5;rumle;0;26/11/2020 19.27.19;100
3;rumle;0;26/11/2020 19.27.23;1000
5;rumle;0;26/11/2020 19.27.23;100
3;rumle;0;26/11/2020 19.27.25;1000
5;rumle;0;26/11/2020 19.27.25;100
3;rumle;0;26/11/2020 19.27.28;1000
5;rumle;0;26/11/2020 19.27.28;100
3;rumle;0;26/11/2020 19.28.08;1000
5;rumle;0;26/11/2020 19.28.08;100
3;rumle;0;26/11/2020 19.28.19;1000
5;rumle;0;26/11/2020 19.28.19;100
3;rumle;0;26/11/2020 19.28.31;1000
5;rumle;0;26/11/2020 19.28.31;100
3;rumle;0;26/11/2020 19.28.49;1000
5;rumle;0;26/11/2020 19.28.49;100
3;rumle;0;26/11/2020 19.28.53;1000
5;rumle;0;26/11/2020 19.28.53;100
3;rumle;0;26/11/2020 19.29.10;1000
5;rumle;0;26/11/2020 19.29.10;100
3;rumle;0;26/11/2020 19.29.15;1000
5;rumle;0;26/11/2020 19.29.15;100
3;rumle;0;26/11/2020 19.29.19;1000
5;rumle;0;26/11/2020 19.29.19;100
3;rumle;0;26/11/2020 19.29.22;1000
5;rumle;0;26/11/2020 19.29.22;100
3;rumle;0;26/11/2020 19.29.26;1000
5;rumle;0;26/11/2020 19.29.26;100
3;rumle;0;26/11/2020 19.29.30;1000
5;rumle;0;26/11/2020 19.29.30;100
3;rumle;0;26/11/2020 19.29.33;1000
5;rumle;0;26/11/2020 19.29.33;100
3;rumle;0;26/11/2020 19.29.35;1000
5;rumle;0;26/11/2020 19.29.35;100
3;rumle;0;26/11/2020 19.30.50;1000
5;rumle;0;26/11/2020 19.30.50;100
3;rumle;0;26/11/2020 19.31.06;1000
5;rumle;0;26/11/2020 19.31.06;100
3;rumle;0;26/11/2020 19.31.08;1000
5;rumle;0;26/11/2020 19.31.08;100
3;rumle;0;26/11/2020 19.31.15;1000
5;rumle;0;26/11/2020 19.31.15;100
3;rumle;0;26/11/2020 19.31.17;1000
5;rumle;0;26/11/2020 19.31.17;100
3;rumle;0;26/11/2020 19.31.24;1000
5;rumle;0;26/11/2020 19.31.24;100
3;rumle;0;26/11/2020 19.31.25;1000
5;rumle;0;26/11/2020 19.31.25;100
3;rumle;0;26/11/2020 19.31.30;1000
5;rumle;0;26/11/2020 19.31.30;100
3;rumle;0;26/11/2020 19.31.37;1000
5;rumle;0;26/11/2020 19.31.37;100
3;rumle;0;26/11/2020 19.31.38;1000
5;rumle;0;26/11/2020 19.31.38;100
3;rumle;0;26/11/2020 19.31.45;1000
5;rumle;0;26/11/2020 19.31.45;100
3;rumle;0;26/11/2020 19.32.09;1000
5;rumle;0;26/11/2020 19.32.09;100
3;rumle;0;26/11/2020 19.32.20;1000
5;rumle;0;26/11/2020 19.32.20;100
3;rumle;0;26/11/2020 19.32.38;1000
5;rumle;0;26/11/2020 19.32.38;100
3;rumle;0;26/11/2020 19.32.46;1000
5;rumle;0;26/11/2020 19.32.46;100
3;rumle;0;26/11/2020 19.33.02;1000
5;rumle;0;26/11/2020 19.33.02;100
3;rumle;0;26/11/2020 19.33.07;1000
5;rumle;0;26/11/2020 19.33.07;100
3;rumle;0;26/11/2020 19.33.13;1000
5;rumle;0;26/11/2020 19.33.13;100
3;rumle;0;26/11/2020 19.33.17;1000
5;rumle;0;26/11/2020 19.33.17;100
3;rumle;0;26/11/2020 19.33.31;1000
5;rumle;0;26/11/2020 19.33.31;100
3;rumle;0;26/11/2020 19.33.33;1000
5;rumle;0;26/11/2020 19.33.33;100
3;rumle;0;26/11/2020 19.33.38;1000
5;rumle;0;26/11/2020 19.33.38;100
3;rumle;0;26/11/2020 19.33.40;1000
5;rumle;0;26/11/2020 19.33.40;100
3;rumle;0;26/11/2020 19.33.43;1000
5;rumle;0;26/11/2020 19.33.43;100
3;rumle;0;26/11/2020 19.33.47;1000
5;rumle;0;26/11/2020 19.33.47;100
3;rumle;0;26/11/2020 19.33.49;1000
5;rumle;0;26/11/2020 19.33.49;100
3;rumle;0;26/11/2020 19.33.50;1000
5;rumle;0;26/11/2020 19.33.50;100
3;rumle;0;26/11/2020 19.33.54;1000
5;rumle;0;26/11/2020 19.33.54;100
3;rumle;0;26/11/2020 19.33.57;1000
5;rumle;0;26/11/2020 19.33.57;100
3;rumle;0;26/11/2020 19.34.03;1000
5;rumle;0;26/11/2020 19.34.03;100
3;rumle;0;26/11/2020 19.34.10;1000
5;rumle;0;26/11/2020 19.34.10;100
3;rumle;0;26/11/2020 19.34.15;1000
5;rumle;0;26/11/2020 19.34.15;100
3;rumle;0;26/11/2020 19.34.28;1000
5;rumle;0;26/11/2020 19.34.28;100
3;rumle;0;26/11/2020 19.34.42;1000
5;rumle;0;26/11/2020 19.34.42;100
3;rumle;0;26/11/2020 19.34.45;1000
5;rumle;0;26/11/2020 19.34.45;100
3;rumle;0;26/11/2020 19.34.47;1000
5;rumle;0;26/11/2020 19.34.47;100
3;rumle;0;26/11/2020 19.34.53;1000
5;rumle;0;26/11/2020 19.34.53;100
3;rumle;0;26/11/2020 19.34.57;1000
5;rumle;0;26/11/2020 19.34.57;100
3;rumle;0;26/11/2020 19.35.21;1000
5;rumle;0;26/11/2020 19.35.21;100
3;rumle;0;26/11/2020 19.35.26;1000
5;rumle;0;26/11/2020 19.35.26;100
3;rumle;0;26/11/2020 19.35.28;1000
5;rumle;0;26/11/2020 19.35.28;100
3;rumle;0;26/11/2020 19.35.35;1000
5;rumle;0;26/11/2020 19.35.35;100
3;rumle;0;26/11/2020 19.35.42;1000
5;rumle;0;26/11/2020 19.35.42;100
3;rumle;0;26/11/2020 19.35.48;1000
5;rumle;0;26/11/2020 19.35.48;100
3;rumle;0;26/11/2020 19.35.51;1000
5;rumle;0;26/11/2020 19.35.51;100
3;rumle;0;26/11/2020 19.35.55;1000
5;rumle;0;26/11/2020 19.35.55;100
3;rumle;0;26/11/2020 19.36.03;1000
5;rumle;0;26/11/2020 19.36.03;100
3;rumle;0;26/11/2020 19.36.06;1000
5;rumle;0;26/11/2020 19.36.06;100
3;rumle;0;26/11/2020 19.36.12;1000
5;rumle;0;26/11/2020 19.36.12;100
3;rumle;0;26/11/2020 19.36.54;1000
5;rumle;0;26/11/2020 19.36.54;100
3;rumle;0;26/11/2020 19.37.01;1000
5;rumle;0;26/11/2020 19.37.01;100
3;rumle;0;26/11/2020 19.37.07;1000
5;rumle;0;26/11/2020 19.37.07;100
3;rumle;0;26/11/2020 19.37.12;1000
5;rumle;0;26/11/2020 19.37.12;100
3;rumle;0;26/11/2020 19.37.18;1000
5;rumle;0;26/11/2020 19.37.18;100
3;rumle;0;26/11/2020 19.37.20;1000
5;rumle;0;26/11/2020 19.37.20;100
3;rumle;0;26/11/2020 19.37.21;1000
5;rumle;0;26/11/2020 19.37.21;100
3;rumle;0;26/11/2020 19.37.24;1000
5;rumle;0;26/11/2020 19.37.24;100
